name_id;full_name;height;weight;date_of_birth;birthplace;position;footedness;roster_category;player_category;position_detail;preferred_side
emmanuel-ochoa;Emmanuel Ochoa;6' 2";150 lbs;5.5.2005 (19);Salinas, CA, USA;Goalkeeper;Left;Signed;Homegrown;;
enzo-martinez;Enzo Martinez;5' 7";146 lbs;9.29.1990 (34);Montevideo, Uruguay;Midfielder;Right;;;Unknown;Unknown
eric-avila;Eric Humberto Avila;5' 8";150 lbs;11.24.1987 (37);San Diego, CA USA;Defender;;;;;
enzo-copetti;Enzo Copetti;5' 11";163 lbs;1.16.1996 (29);Resistencia, Argentina;Forward;;Senior;Designated Player, International;Striker;Unknown
enzo-newman;Enzo Newman;5' 9";161 lbs;12.8.2005 (19);Temecula, CA, USA;Defender;;;;;
eric-alexander;Eric Alexander;6' 1";165 lbs;4.14.1988 (36);Portage, MI USA;Midfielder;;;;;
ercan-kara;Ercan Kara;6' 4";194 lbs;1.3.1996 (29);;Forward;Right;Senior;International, Designated Player;Striker;Centre
erasmo-solorzano;Erasmo Solorzano;5' 9";161 lbs;7.20.1985 (39);Los Fresnos, Michoacan Mexico;Midfielder;;;;;
eric-ayuk;Eric Ayuk;5' 7";150 lbs;2.17.1997 (28);Yaoundé, Cameroon;Midfielder;;;;;
eric-bird;Eric Bird;5' 9";174 lbs;4.8.1993 (31);Virginia Beach, VA USA;Midfielder;;;;Central Midfielder;Centre
enes-sali;Enes Sali;5' 6";;2.23.2006 (19);Ontario, Canada;Forward;;;;;
eric-denton;Eric Denton;5' 9";161 lbs;2.8.1978 (47);Falls Church, VA USA;Defender;;;;;
eric-davis;Éric Davis;5' 11";172 lbs;3.31.1991 (34);Colón, Panama;Defender;Left;;International;Full Back;Left
eric-chaisongkram;Eric Chaisongkram;;;1.1.0001 (2024);;Midfielder;;;;;
eric-brunner;Eric Brunner;6' 4";170 lbs;2.12.1986 (39);Dublin, OH USA;Defender;;;;;
eric-ebert;Eric Ebert;6' 0";174 lbs;8.27.1984 (40);St. Louis, MO USA;Defender;;;;;
eric-gehrig;Eric Gehrig;6' 1";161 lbs;12.25.1987 (37);Harvey, IL USA;Defender;;;;;
eric-dade;Eric Dade;6' 1";190 lbs;1.19.1970 (55);Buffalo, NY USA;Defender;;;;;
eric-eichmann;Eric Eichmann;;;1.1.0001 (2024);Miami, FL USA;Forward;;;;;
eric-calvillo;Eric Calvillo;5' 7";139 lbs;1.2.1998 (27);Palmdale, CA, CA El Salvador;Midfielder;;Senior;;Central Midfielder;Centre
eric-dick;Eric Dick;6' 5";205 lbs;10.3.1994 (30);Roeland, USA;Goalkeeper;;Supplemental Slots 21-24;;Unknown;Unknown
erick-neres-da-cruz;Erick;5' 10";159 lbs;8.24.1988 (36);Ilha Solteira, Brazil;Midfielder;;;;;
erick-gunera-calix;Erick Gunera-Calix;5' 7";148 lbs;11.26.2002 (22);;Midfielder;;;;Unknown;Unknown
eric-klein;Eric Klein;;;11.20.2006 (18);;Midfielder;;;;;
erickson-gallardo;Erickson Gallardo;5' 8";150 lbs;7.26.1996 (28);;Forward;;;;Unknown;Unknown
erick-scott;Erick Scott;5' 7";163 lbs;5.21.1981 (43);Limon, Costa Rica;Forward;;;;;
erick-torres;Erick Torres;5' 11";170 lbs;1.19.1993 (32);Guadalajara, Mexico;Forward;Right;Supplemental Slots 21-24;;Striker;Centre
eric-kronberg;Eric Kronberg;6' 5";209 lbs;6.7.1983 (41);Santa Rosa, CA USA;Goalkeeper;;;;;
eric-hassli;Eric Hassli;6' 4";201 lbs;5.3.1981 (43);Sarreguemines, France;Forward;;;;;
eric-klenofsky;Eric Klenofsky;6' 6";170 lbs;9.20.1994 (30);Lincoln Park, NJ USA;Goalkeeper;;;;;
erich-marscheider;Erich Marscheider;6' 3";185 lbs;1.5.1993 (32);Colorado Springs, CO USA;Goalkeeper;;;;;
eric-remedi;Eric Remedi;5' 6";170 lbs;6.4.1995 (29);Paraná, Argentina;Midfielder;Right;Senior;;Defensive Midfielder;Centre
eric-kvello;Eric Kvello;6' 1";165 lbs;2.12.1977 (48);Houston, TX USA;Midfielder;;;;;
eric-lopez;Eric López;6' 2";185 lbs;3.5.1999 (26);;Goalkeeper;;Supplemental Slots 25-28;Homegrown;Goalkeeper;Unknown
eric-wynalda;Eric Wynalda;6' 0";176 lbs;6.9.1969 (55);, CA USA;Forward;;;;Unknown;Unknown
eric-vasquez;Eric Vasquez;5' 10";170 lbs;11.18.1982 (42);Miami, FL USA;Midfielder;;;;;
eric-maxim-choupo-moting;Eric Maxim Choupo-Moting;6' 3";198 lbs;3.23.1989 (36);Hamburg, Germany;Forward;Right;;;;
eric-quill;Eric Quill;5' 10";170 lbs;2.28.1978 (47);Missouri City, TX USA;Forward;;;;;
eric-miller;Eric Miller;6' 1";174 lbs;1.15.1993 (32);Woodbury, MN, USA;Defender;Right;Supplemental Slots 21-24;;;
eric-pogue;Eric Pogue;;;12.8.1979 (45);;Goalkeeper;;;;;
eric-stevenson;Eric Stevenson;5' 8";146 lbs;8.30.1990 (34);Columbus, OH USA;Midfielder;;;;;
erik-friberg;Erik Friberg;5' 11";154 lbs;2.10.1986 (39);Goteborg, Sweden;Midfielder;;;;;
erik-godoy;Érik Godoy;6' 1";174 lbs;8.16.1993 (31);Buenos Aires, Argentina;Defender;Right;Senior;International;Central Defender;Centre
erik-centeno;Erik Centeno;5' 8";148 lbs;6.29.2002 (22);unknown, USA;Forward;;Supplemental Slots 31;Generation adidas;;
erik-imler;Erik Imler;5' 9";165 lbs;6.1.1971 (53);Washington, DC USA;Midfielder;;;;;
erik-duenas;Erik Dueñas;5' 4";130 lbs;10.18.2004 (20);Los Angeles, CA, USA;Midfielder;;Supplemental Slots 21-24;Homegrown;;
erik-hort;Erik Hort;5' 6";150 lbs;2.16.1987 (38);Montebello, NY USA;Defender;;;;;
erik-holt;Erik Holt;6' 1";185 lbs;9.6.1996 (28);San Diego, CA, USA;Defender;;Supplemental Slots 21-24;Homegrown;Unknown;Unknown
erik-lopez;Erik López;5' 9";150 lbs;11.27.2001 (23);;Forward;;Senior;U22 Initiative;Unknown;Unknown
erik-lauta;Erik Lauta;6' 3";174 lbs;7.26.2003 (21);Aptos, CA, USA;Goalkeeper;;;;;
erik-hurtado;Erik Hurtado;5' 10";174 lbs;11.15.1990 (34);Fredricksburg, USA;Forward;Right;Senior;;Unknown;Unknown
eriq-zavaleta;Eriq Zavaleta;6' 1";183 lbs;8.2.1992 (32);Westfield, IN, USA;Defender;Right;;;;
erik-sviatchenko;Erik Sviatchenko;6' 0";181 lbs;10.4.1991 (33);Viborg, Denmark;Defender;Right;Senior;International;;
erik-sorga;Erik Sorga;5' 9";150 lbs;7.8.1999 (25);Tallinn, Estonia;Forward;;Senior;International;Striker;Centre
erik-ustruck;Erik Ustruck;5' 10";163 lbs;1.4.1985 (40);St. Louis, MO USA;Forward;;;;;
erik-palmer-brown;Erik Palmer-Brown;6' 3";176 lbs;4.24.1997 (27);Napoleon, OH USA;Defender;Right;;;Central Defender;Centre
ervin-torres;Ervin Torres;;;11.14.2007 (17);;Midfielder;;;;;
ernst-oebster;Ernst Oebster;5' 8";150 lbs;3.17.1984 (41);Hallein, Austria;Midfielder;;;;;
erik-mccue;Erik McCue;6' 3";185 lbs;1.18.2001 (24);Göteborg, USA;Defender;;Signed;Homegrown;Central Defender;Centre
ernest-inneh;Ernest Inneh;5' 10";165 lbs;9.25.1970 (54);;Forward;;;;;
erik-thommy;Erik Thommy;5' 9";159 lbs;8.20.1994 (30);Ulm, Germany;Midfielder;Right;Senior;Designated Player;;
esmir-bajraktarevic;Esmir Bajraktarevic;5' 9";141 lbs;3.10.2005 (20);Appleton, Wisc, USA;Forward;;Senior;Homegrown;Winger;Unknown
eryk-williamson;Eryk Williamson;5' 9";170 lbs;6.11.1997 (27);Alexandria, VA, USA;Midfielder;Right;Senior;Homegrown;;
esmundo-rodriguez;Esmundo Rodriguez;5' 8";141 lbs;5.25.1977 (47);Chicago, IL USA;Midfielder;;;;;
estrela;Valdomiro Tualungo Paulo Lameira;5' 7";150 lbs;9.22.1995 (29);Luganda, Angola;Midfielder;;;;;
esteban-arias;Esteban Arias;5' 10";181 lbs;8.26.1982 (42);Bakersfield, CA USA;Defender;;;;;
estuardo-sanchez;Estuardo Sanchez;5' 11";165 lbs;1.16.1988 (37);Los Angeles, CA USA;Forward;;;;;
ethan-bandre;Ethan Bandre;6' 2";185 lbs;9.14.1998 (26);unknown, USA;Goalkeeper;;;;;
ethan-bristow;Ethan Bristow;6' 2";174 lbs;11.27.2001 (23);Maidenhead, England;Defender;;Senior;International;;
ethan-bartlow;Ethan Bartlow;6' 0";170 lbs;2.2.2000 (25);Woodinville, WA, USA;Defender;;Senior;;;
ethan-bryant;Ethan Bryant;5' 9";132 lbs;8.20.2001 (23);unknown, USA;Midfielder;;;;;
ethan-dobbelaere;Ethan Dobbelaere;5' 9";143 lbs;11.14.2002 (22);Seattle, USA;Midfielder;;Supplemental Slots 21-24;Homegrown;Winger;Right
ethan-o-brien;Ethan O'Brien;6' 0";170 lbs;1.24.2001 (24);Dublin, Ireland;Midfielder;;;;;
eugene-sepuya;Eugene Sepuya;6' 2";190 lbs;4.1.1983 (42);Kampala, Uganda;Forward;;;;;
ethan-white;Ethan White;6' 0";183 lbs;1.1.1991 (34);Kensington, MD USA;Defender;;;;;
ethan-kutler;Ethan Kutler;5' 11";154 lbs;5.1.1995 (29);Cooperstown, NY USA;Defender;;;;;
ethan-finlay;Ethan Finlay;5' 9";161 lbs;8.6.1990 (34);Duluth, MN, USA;Midfielder;;Senior;;Attacking Midfielder;Centre/Right
etienne-barbara;Etienne Barbara;6' 0";190 lbs;6.10.1982 (42);Pietà, Malta;Forward;;;;;
eugene-ansah;Eugene Ansah;6' 0";;12.16.1994 (30);Accra, Ghana;Forward;;Senior;International;Unknown;Unknown
ethen-sampson;Ethen Sampson;5' 10";165 lbs;12.28.1993 (31);Mitchell's Plain, South Africa;Defender;;;;;
ethan-zubak;Ethan Zubak;6' 0";165 lbs;4.15.1998 (26);Corona, CA, USA;Forward;;Supplemental Slots 25-28;Homegrown;Unknown;Unknown
evan-bush;Evan Bush;6' 1";187 lbs;3.6.1986 (39);Concord, OH, USA;Goalkeeper;;Supplemental Slots 21-24;;;
evander;;5' 10";168 lbs;6.9.1998 (26);Rio de Janeiro, Brazil, Brazil;Midfielder;Right;Senior;International, Designated Player;;
evan-brown;Evan Brown;5' 11";165 lbs;5.1.1987 (37);Raleigh, NC USA;Defender;;;;;
eulanio-angelo-chipela-gomes;Eulânio Ângelo Chipela Gomes;5' 10";152 lbs;5.17.1994 (30);Coimbra, Portugal;Defender;Right;Senior;International;Full Back;Right
evans-wise;Evans Wise;6' 0";154 lbs;11.23.1973 (51);Port-of-Spain, Trinidad and Tobago;Midfielder;;;;;
evan-james;Evan James;5' 11";161 lbs;6.19.1990 (34);Mississauga, ON Canada;Midfielder;;;;;
evan-whitfield;Evan Whitfield;5' 11";154 lbs;6.23.1977 (47);Phoenix, AZ USA;Defender;;;;;
evan-newton;Evan Newton;6' 2";190 lbs;4.1.1988 (37);Virginia Beach, VA USA;Goalkeeper;;Senior;;Goalkeeper;Unknown
ever-alvarado;Éver Alvarado;5' 10";;1.30.1992 (33);;Defender;;;;Full Back;Unknown
evan-louro;Evan Louro;6' 3";225 lbs;1.19.1996 (29);South River, NJ, USA;Goalkeeper;;Supplemental Slots 21-24;;;
ezequiel-ponce;Ezequiel Ponce;5' 11";174 lbs;3.29.1997 (28);Rosario, Argentina;Forward;Right;;;;
everton-luiz;Everton Luiz;5' 8";154 lbs;5.24.1988 (36);Porto Alegre, Brazil;Midfielder;Right;Senior;International;Defensive Midfielder;Centre
exon-arzu;Exon Arzu;5' 9";181 lbs;5.19.2004 (20);;Forward;;;;;
eythor-bjorgolfsson;Eythor Bjørgolfsson;;;8.25.2000 (24);;Forward;;;;Unknown;Unknown
ezra-hendrickson;Ezra Hendrickson;6' 3";185 lbs;1.16.1972 (53);Layou, Saint Vincent and the Grenadines;Defender;;;;;
ezequiel-cirigliano;Ezequiel Cirigliano;5' 7";157 lbs;1.24.1992 (33);Buenos Aires, Argentina;Midfielder;;;;;
fabian-taylor;Fabian Taylor;5' 10";165 lbs;4.13.1980 (44);Kingston, Jamaica;Forward;;;;;
fabian-espindola;Fabián Espíndola;5' 9";161 lbs;5.4.1985 (39);Merlo, Buenos Aires Argentina;Forward;;;;;
fabian-castillo;Fabián Castillo;5' 8";150 lbs;6.1.1992 (32);Cali, Colombia;Forward;;;;;
fabian-herbers;Fabian Herbers;6' 0";165 lbs;8.17.1993 (31);Ahaus, Germany;Midfielder;Right;Senior;;;
fabio;Fábio Roberto Roberto Gomes Netto;5' 10";179 lbs;5.25.1997 (27);;Forward;;Senior;International;Unknown;Unknown
facundo-quignon;Facundo Quignon;5' 10";161 lbs;5.2.1993 (31);Buenos Aires, Argentina;Midfielder;Left;Senior;International;Central Midfielder;Centre
fabio-pereira;Fabio Pereira;6' 0";172 lbs;10.19.1991 (33);São Paulo, Brazil;Midfielder;;;;;
fabinho;Fabio Alves;5' 7";150 lbs;3.16.1985 (40);Ariquemes, Brazil;Defender;;;;;
fabrice-noel;Fabrice Noel;5' 10";165 lbs;7.21.1985 (39);Gressier, Haiti;Forward;;;;;
facundo-diz;Facundo Diz;6' 2";190 lbs;4.16.1979 (45);Buenos Aires, Argentina;Forward;;;;;
facundo-farias;Facundo Farías;5' 8";152 lbs;8.28.2002 (22);Santa Fe, Argentina;Midfielder;;Senior;International, U22 Initiative;;
facundo-coria;Facundo Coria;5' 11";172 lbs;5.28.1987 (37);Buenos Aires, Argentina;Midfielder;;;;;
facundo-erpen;Facundo Erpen;6' 0";179 lbs;5.19.1983 (41);Gualeguaychu, Argentina;Defender;;;;;
fabio-zuniga;Fabio Zuniga;5' 7";146 lbs;6.11.1981 (43);Summitt, NJ USA;Forward;;;;;
fausto-klinger;Fausto Klinger;5' 11";161 lbs;11.4.1976 (48);Cuenta, Ecuador;Defender;;;;;
fatai-alashe;Fatai Alashe;6' 0";170 lbs;10.21.1993 (31);Southfield, MI, MI USA;Midfielder;;Senior;;Unknown;Unknown
federico-bessone;Federico Bessone;5' 11";161 lbs;1.23.1984 (41);Córdoba, Argentina;Defender;;;;;
fanendo-adi;Fanendo Adi;6' 4";185 lbs;10.10.1990 (34);Lagos, Nigeria;Forward;;Senior;;Unknown;Unknown
favio-alvarez;Favio Alvarez;6' 0";154 lbs;1.23.1993 (32);Cordoba, Argentina;Midfielder;Right;;;Attacking Midfielder;Centre
fafa-picault;Fafà Picault;5' 8";139 lbs;2.23.1991 (34);New York, NY, USA;Midfielder;Right;Senior;;;
favian-loyola;Favian Loyola;;;5.18.2005 (19);Camp Lejeune, North Carolina, USA;Midfielder;;Supplemental Slots 29-30;Homegrown;;
federico-bernardeschi;Federico Bernardeschi;6' 1";170 lbs;2.16.1994 (31);Carrara, Italy;Forward;Left;Senior;Designated Player, International;;
facundo-torres;Facundo Torres;5' 10";157 lbs;4.13.2000 (24);Las Piedras, Uruguay;Forward;Left;Senior;International, Designated Player;;
faryd-mondragon;Faryd Mondragón;6' 3";207 lbs;6.21.1971 (53);Cali, Colombia;Goalkeeper;;;;;
federico-bravo;Federico Bravo;6' 1";157 lbs;10.5.1993 (31);Jesus Maria, Argentina;Midfielder;;;;;
felipe-rodriguez;Felipe Rodriguez;5' 6";161 lbs;9.12.1975 (49);El Monte, CA USA;Midfielder;;;;;
felipe-martins;Felipe Martins;5' 9";154 lbs;9.30.1990 (34);Engenheiro Beltrao, Brazil;Midfielder;Right;Senior;;;
felipe-carballo;Felipe Carballo;5' 10";159 lbs;10.4.1996 (28);Montevideo, Uruguay;Midfielder;Right;;;;
felipe-valencia;Felipe Valencia;5' 9";139 lbs;3.1.2005 (20);unknown, USA;Forward;;Supplemental Slots 25-28;Homegrown;;
federico-higuain;Federico Higuaín;5' 8";165 lbs;10.25.1984 (40);Buenos Aires, Argentina;Midfielder;Right;Senior;;Attacking Midfielder;Centre
federico-navarro;Federico Navarro;5' 8";154 lbs;3.9.2000 (25);Santa Fe, Argentina;Midfielder;Right;Senior;International, U22 Initiative;;
felipe-mora;Felipe Mora;5' 9";150 lbs;8.2.1993 (31);Santiago, Chile;Forward;Right;Senior;;;
federico-redondo;Federico Redondo;6' 2";;1.18.2003 (22);Madrid, Spain;Midfielder;;;International, U22 Initiative;;
federico-puppo;Federico Puppo;5' 8";161 lbs;12.6.1986 (38);Colonia del Sacramento, Uruguay;Forward;;;;;
felix-garcia;Felix Garcia;6' 1";161 lbs;7.30.1990 (34);;Forward;;;;;
femi-hollinger-janzen;Femi Hollinger-Janzen;6' 0";174 lbs;12.14.1993 (31);Cotonou, Benin;Forward;;;;;
fernando-alvarez;Fernando Álvarez;6' 2";163 lbs;8.24.2003 (21);New York, USA;Defender;;;;;
felix-borja;Felix Borja;5' 10";157 lbs;4.2.1983 (42);Esmeraldas, Ecuador;Forward;;;;;
fernando-aristeguieta;Fernando Aristeguieta;6' 2";181 lbs;4.9.1992 (32);Caracas, Venezuela;Forward;Right;;;Striker;Centre
felix-chenkam;Felix Chenkam;5' 6";165 lbs;12.28.1998 (26);Douala, Cameroon;Forward;;;;;
fernando-cardenas;Fernando Cárdenas;5' 6";161 lbs;4.30.1988 (36);Cartago, Colombia;Midfielder;;;;;
felix-brillant;Felix Brillant;5' 7";148 lbs;9.9.1980 (44);Montreal, Quebec Canada;Midfielder;;;;;
fernando-bob;Fernando Paixão da Silva;5' 11";181 lbs;1.7.1988 (37);Cabo Frio, Brazil;Midfielder;;;;;
fernando-ciceron;Fernando Ciceron;;;12.26.2003 (21);;Defender;;;;;
filip-krastev;Filip Krastev;5' 10";;10.15.2001 (23);Sofia, Bulgaria;Midfielder;Right;Senior;International;Unknown;Unknown
fernando-ortiz-solis;Fernando Ortiz-Solis;5' 10";165 lbs;11.9.1982 (42);;Midfielder;;;;;
fidel-escobar;Fidel Escobar;6' 0";163 lbs;1.9.1995 (30);Panama City, Panama;Defender;Right;;;Central Defender;Left/Centre
fernando-meza;Fernando Meza;5' 9";;3.21.1990 (35);San Martin, Argentina;Defender;;Senior;International;;
fernando-fernandes;Fernando Fernandes;5' 9";148 lbs;11.25.1971 (53);Angola, Portugal;Midfielder;;;;;
finn-linder;Finn Linder;6' 0";170 lbs;5.6.2004 (20);Calgary, AB, Canada;Defender;;;;;
fifi-baiden;Kingsley Mensah Baiden;5' 7";150 lbs;11.11.1991 (33);Ajumako, Ghana;Midfielder;;;;;
fernando-delgado;Fernando Delgado;6' 1";174 lbs;7.25.2006 (18);Phoenix, USA;Goalkeeper;;;;;
fidel-barajas;Fidel Barajas;5' 10";154 lbs;4.5.2006 (19);Scaramento, CA, USA;Forward;;;;;
finn-mcrobb;Finn McRobb;6' 3";181 lbs;1.30.2002 (23);Glasgow, Scotland;Defender;;;;;
floyd-franks;Floyd Franks;5' 10";165 lbs;4.5.1984 (41);Hattiesburg, MS USA;Midfielder;;;;;
florian-valot;Florian Valot;5' 9";152 lbs;2.12.1993 (32);Pau, France;Midfielder;Both;Senior;;Unknown;Unknown
finn-surman;Finn Surman;6' 3";;9.23.2003 (21);Christchurch, New Zealand;Defender;;;;;
florian-lechner;Florian Lechner;5' 10";170 lbs;3.3.1981 (44);Ellwangan, Germany;Defender;;;;;
florian-jungwirth;Florian Jungwirth;5' 11";174 lbs;1.27.1989 (36);Munich, Germany;Defender;Right;Senior;;Central Defender;Centre
florentin-pogba;Florentin Pogba;6' 2";205 lbs;8.19.1990 (34);Conakry, Guinea;Defender;Left;;;Central Defender;Centre
forster-ajago;Forster Ajago;;;8.16.2001 (23);Navrongo, Ghana;Forward;;;;;
florian-monzon;Florián Monzón;6' 1";174 lbs;1.3.2001 (24);Tucumán, Argentina;Forward;;;;Unknown;Unknown
forrest-lasso;Forrest Lasso;6' 6";209 lbs;5.11.1993 (31);Raleigh, NC USA;Defender;Left;;;Unknown;Unknown
florent-sinama-pongolle;Florent Sinama-Pongolle;5' 9";152 lbs;10.20.1984 (40);Saint-Pierre, Réunion;Forward;;;;;
foster-langsdorf;Foster Langsdorf;5' 10";163 lbs;12.4.1995 (29);, OR USA;Forward;;Senior;;Unknown;Unknown
francisco-calvo;Francisco Calvo;5' 11";176 lbs;7.8.1992 (32);San Jose, Costa Rica;Defender;Left;Senior;;Full Back;Left
francesco-montali;Francesco Montali;6' 3";185 lbs;9.6.2000 (24);Miami, FL, USA;Goalkeeper;;;;;
francis-atuahene;Francis Atuahene;5' 9";170 lbs;6.8.1996 (28);Accra, Ghana;Forward;;Supplemental Slots 21-24;Generation adidas;Winger;Left/Right
francisco-uribe;Francisco Uribe;5' 11";170 lbs;1.1.0001 (2024);Cuernavaca, Mexico;Forward;;;;;
francisco-mendoza;Francisco Francisco Mendoza;5' 6";135 lbs;4.29.1985 (39);El Salto, Jalisco Mexico;Midfielder;;;;;
francisco-navas-cobo;Francisco Navas Cobo;5' 10";150 lbs;11.17.1991 (33);Houston, TX USA;Midfielder;;;;;
francisco-lima;Francisco Lima;5' 9";172 lbs;4.14.1971 (53);Manaus, Brazil;Midfielder;;;;;
francisco-gomez;Francisco Gomez;5' 11";170 lbs;1.25.1979 (46);Watsonville, CA USA;Midfielder;;;;;
francisco-ginella;Francisco Ginella;6';161 lbs;1.21.1999 (26);Montevideo, Uruguay;Midfielder;Right;Senior;;Central Midfielder;Centre
franco-ibarra;Franco Ibarra;5' 9";152 lbs;4.28.2001 (23);;Midfielder;;Senior;U22 Initiative;Defensive Midfielder;Unknown
franco-fragapane;Franco Fragapane;5' 7";146 lbs;2.6.1993 (32);Mendoza, Argentina;Midfielder;Right;Senior;;Winger;Unknown
franco-coria;Franco Coria;6' 0";170 lbs;7.8.1988 (36);Buenos Aires, Argentina;Defender;;;;;
franck-boli;Franck Boli;5' 11";170 lbs;12.7.1993 (31);Yamoussoukro, Côte d'Ivoire;Forward;Right;Senior;International;Unknown;Unknown
franck-songo-o;Franck Songo'o;5' 10";174 lbs;5.14.1987 (37);Yaoundé, Cameroon;Midfielder;;;;;
francis-westfield;Francis Westfield;;;12.9.2005 (19);unknown, USA;Midfielder;;;;;
franco-caraccio;Franco Caraccio;5' 9";168 lbs;1.16.1987 (38);Chacabuco, Buenos Aires Argentina;Forward;;;;;
francis-doe;Francis Doe;5' 8";150 lbs;12.25.1985 (39);Monrovia, Liberia;Forward;;;;;
francis-okaroh;Francis Okaroh;6' 0";170 lbs;1.1.0001 (2024);Enugu, Nigeria;Defender;;;;;
franco-escobar;Franco Escobar;5' 7";159 lbs;2.21.1995 (30);Rosario, Argentina;Defender;Right;Senior;;;
franco-jara;Franco Jara;5' 10";172 lbs;7.15.1988 (36);Villa María, Argentina;Forward;Right;Senior;International, Designated Player;Striker;Centre
frank-lampard;Frank Lampard;6' 0";194 lbs;6.20.1978 (46);Romford, England;Midfielder;;;Designated Player;;
frankie-hejduk;Frankie Hejduk;5' 8";154 lbs;8.5.1974 (50);La Mesa, CA USA;Defender;;;;;
frankie-amaya;Frankie Amaya;5' 4";139 lbs;9.26.2000 (24);Santa Ana, CA, USA;Midfielder;;Senior;;Unknown;Unknown
francois-affolter;Francois Affolter;6' 1";168 lbs;3.13.1991 (34);;Defender;;;;;
franco-niell;Franco Niell;5' 4";152 lbs;5.22.1983 (41);Trelew, Chubut Argentina;Forward;;;;;
frank-klopas;Frank Klopas;5' 9";154 lbs;1.1.0001 (2024);Athens, Greece;Forward;;;;;
franko-kovacevic;Franko Kovacevic;6' 1";174 lbs;8.8.1999 (25);Koprivnica, Croatia;Forward;;Senior;International;Striker;Centre
franco-negri;Franco Negri;5' 9";148 lbs;2.20.1995 (30);San Martín, Mendoza, Argentina;Defender;Left;Senior;;;
frank-lopez;Frank López;5' 9";154 lbs;2.25.1995 (30);Cienfuegos, Cuba;Forward;;;;;
freddie-ljungberg;Freddie Ljungberg;5' 9";161 lbs;4.16.1977 (47);Vittsjo, Sweden;Midfielder;;;;;
frank-rost;Frank Rost;6' 5";207 lbs;6.30.1973 (51);Chemnitz , Germany;Goalkeeper;;;;;
fred;Fred Carreiro;5' 8";150 lbs;8.18.1979 (45);Belo Horizonte, Minas Gerais Brazil;Midfielder;;;;;
freddy-garcia;Freddy Alexander Garcia;5' 6";132 lbs;1.12.1977 (48);Puerto Barries, Guatemala;Midfielder;;;;;
fraser-aird;Fraser Aird;5' 7";154 lbs;2.2.1995 (30);Scarborough, ON Canada;Midfielder;Right;;;Wing Back;Left/Right
frantz-pangop;Frantz Pangop;5' 10";165 lbs;5.18.1993 (31);;Midfielder;;;;;
fred-degand;Fred DeGand;6' 0";179 lbs;6.6.1979 (45);;Defender;;;;;
freddie-braun;Freddie Braun;5' 10";161 lbs;5.13.1988 (36);Royal Oak, Michigan USA;Midfielder;;;;;
freddy-adu;Freddy Adu;5' 8";141 lbs;6.2.1989 (35);Tema, Ghana;Midfielder;;;;;
freddy-hall;Freddy Hall;6' 2";181 lbs;3.3.1985 (40);St. George's, Bermuda;Goalkeeper;;;;;
frederic-brillant;Frédéric Brillant;6' 3";181 lbs;6.26.1985 (39);;Defender;;Senior;;Central Defender;Unknown
gabe-jones;Gabe Jones;5' 8";154 lbs;1.21.1973 (52);Austin, TX USA;Forward;;;;;
fredy-montero;Fredy Montero;5' 9";161 lbs;7.26.1987 (37);Campo de la Cruz, Colombia;Forward;Right;Senior;;Striker;Centre
freddy-kleemann;Frederik Kleemann;6' 4";201 lbs;3.19.1999 (26);, CA;Defender;;Supplemental Slots 25-28;;Unknown;Unknown
freddy-vargas;Freddy Vargas;5' 10";176 lbs;4.1.1999 (26);Barquisimeto, Venezuela;Midfielder;;Senior;International;Unknown;Unknown
gabe-gala;Gabe Gala;5' 7";135 lbs;6.29.1989 (35);Yola, Nigeria;Defender;;;;;
fredrik-gulbrandsen;Fredrik Gulbrandsen;5' 9";174 lbs;9.10.1992 (32);Lillestrom, Norway;Forward;;;;;
gabe-eastman;Gabe Eastman;6' 0";185 lbs;3.7.1977 (48);Merced, CA USA;Defender;;;;;
fred-emmings;Fred Emmings;6' 5";209 lbs;2.8.2004 (21);Saint Paul, MN, USA;Goalkeeper;;Supplemental Slots 29-30;Homegrown;;
frederic-piquionne;Frédéric Piquionne;6' 2";170 lbs;12.8.1978 (46);Nouméa, New Caledonia;Forward;;;;;
gabriel-badilla;Gabriel Badilla;5' 11";165 lbs;6.30.1984 (40);San Jose, Costa Rica;Defender;;;;;
gabe-latigue;Gabe Latigue;5' 9";150 lbs;10.11.1990 (34);Apex, NC USA;Midfielder;;;;;
gabriel-cichero;Gabriel Alejandro Cichero;6' 1";176 lbs;4.25.1984 (40);Caracas, Venezuela;Defender;;;;;
gabriel-farfan;Gabriel Farfan;5' 10";165 lbs;6.23.1988 (36);Wildomar, CA USA;Midfielder;;;;;
gabriel-pec;Gabriel Pec;5' 8";146 lbs;2.11.2001 (24);Petrópolis, Brazil;Forward;;;;;
gabriel-pereira-dos-santos;Gabriel Pereira dos Santos;5' 9";;8.1.2001 (23);São Paulo, Brazil;Midfielder;Left;Senior;U22 Initiative, International;Unknown;Unknown
gabriel-gomez;Gabriel Gómez;6' 0";179 lbs;6.29.1984 (40);Panama City, Panama;Midfielder;;;;;
gabriel-ferrari;Gabriel Ferrari;6' 2";185 lbs;9.1.1988 (36);New York City, USA;Forward;;;;;
gabriel-cordeiro;Gabriel Cordeiro;;;;;Midfielder;;;;;
gabriele-corbo;Gabriele Corbo;6' 1";;1.11.2000 (25);unknown, Italy;Defender;Right;Senior;International;Unknown;Unknown
